,película,año,imdb,metascore,votos
3944,The Tragedy of Macbeth,(2021),7.1,87,37485
3945,The Eyes of Tammy Faye,(2021),6.6,55,37137
3946,Venganza Explosiva,(2021),6.1,48,35847
3947,Boiling Point,(I) (2021),7.5,73,35768
3948,"C'mon, C'mon",(2021),7.4,82,35722
3949,Copshop,(2021),6.2,61,35715
3950,Cherry,(I) (2021),6.6,44,35468
3951,Things Heard & Seen,(2021),5.3,49,34318
3952,Willy's Wonderland,(2021),5.5,44,34255
3953,Wrong Turn,(2021),5.5,46,34251
3954,Múnich en vísperas de una guerra,(2021),6.8,53,34126
3955,Sweet Girl,(2021),5.5,46,34090
3956,Jolt,(2021),5.6,48,33808
3957,Dýrið,(2021),6.3,68,33739
3958,Madres paralelas,(2021),7.1,88,33459
3959,Old Henry,(2021),7.2,69,32456
3960,Operation Mincemeat,(2021),6.6,65,31858
3961,The Tender Bar,(2021),6.7,53,31635
3962,Wish Dragon,(2021),7.2,59,31048
3963,To All the Boys: Always and Forever,(2021),6.3,65,30689
3964,Cry Macho,(2021),5.7,58,30677
3965,The Fallout,(2021),7.0,84,29915
3966,Way Down,(2021),6.4,50,28774
3967,14 Peaks: Nothing Is Impossible,(2021),7.7,68,28749
3968,Red Rocket,(2021),7.1,76,28742
3969,Yes Day,(2021),5.7,46,28005
3970,Un héroe,(I) (2021),7.5,82,27860
3971,Beckett,(2021),5.7,52,27593
3972,Moxie,(I) (2021),6.7,54,27592
3973,Seungriho,(2021),6.5,64,27535
3974,Jujutsu Kaisen 0,(2021),7.8,71,27360
3975,He's All That,(2021),4.4,36,27261
3976,Bad Trip,(2021),6.5,61,26585
3977,The Voyeurs,(2021),6.0,54,26450
3978,Ruega por nosotros,(2021),5.1,36,26083
3979,The Map of Tiny Perfect Things,(2021),6.8,61,25801
3980,Vacation Friends,(2021),6.3,49,24963
3981,Batman,(2022),7.8,72,723547
3982,Top Gun,(2022),8.3,78,624287
3983,Todo en todas partes al mismo tiempo,(2022),7.8,81,473756
3984,Avatar: El camino del agua,(2022),7.6,67,451795
3985,Doctor Strange en el multiverso de la locura,(2022),6.9,60,450630
3986,Glass Onion,(2022),7.1,81,407760
3987,Tren bala,(I) (2022),7.3,49,381000
3988,Thor: Amor y trueno,(2022),6.2,57,375590
3989,El Menú,(2022),7.2,71,344008
3990,Pantera Negra: Wakanda por siempre,(2022),6.7,67,283010
3991,Black Adam,(2022),6.3,41,257294
3992,¡Nop!,(2022),6.8,77,241154
3993,Uncharted: fuera del mapa,(2022),6.3,45,235646
3994,El hombre del norte,(2022),7.0,82,234469
3995,The Gray Man,(2022),6.5,49,223709
3996,Los espíritus de la isla,(2022),7.7,87,223156
3997,Im Westen nichts Neues,(2022),7.8,76,219124
3998,The Adam Project,(2022),6.7,55,218827
3999,Elvis,(2022),7.3,64,214387
4000,Prey,(I) (2022),7.1,71,212226
4001,Jurassic World: Dominion,(2022),5.6,38,190229
4002,Laal Singh Chaddha,(2022),5.6,46,176400
4003,La ballena,(2022),7.7,60,172228
4004,Muerte en el Nilo,(2022),6.3,52,166722
4005,Bárbaro,(2022),7.0,78,157443
4006,Animales Fantásticos: Los Secretos De Dumbledore,(2022),6.2,47,157227
4007,RRR (Rise Roar Revolt),(2022),7.8,83,155551
4008,El gato con botas: El último deseo,(2022),7.9,73,151293
4009,El Triángulo de la tristeza,(2022),7.3,63,150932
4010,Scream,(I) (2022),6.3,60,143692
4011,X,(II) (2022),6.6,79,141305
4012,Morbius,(2022),5.2,35,141138
4013,Babylon,(I) (2022),7.1,60,140433
4014,Turning Red,(2022),7.0,83,139432
4015,La ciudad perdida,(2022),6.1,60,138829
4016,Sonríe,(V) (2022),6.5,68,138197
4017,Hustle,(2022),7.3,68,135616
4018,El peso del talento,(2022),7.0,68,133055
4019,"No te preocupes, cariño",(I) (2022),6.3,48,125302
4020,Un Vecino Gruñón,(2022),7.5,51,120667
4021,M3gan,(2022),6.4,72,118826
4022,Lightyear,(2022),6.1,60,117410
4023,The Pale Blue Eye,(2022),6.6,56,112701
4024,Brahmastra Part One: Shiva,(2022),5.6,57,109530
4025,La chica salvaje,(2022),7.2,43,105490
4026,Guillermo del Toro's Pinocchio,(2022),7.6,79,103626
4027,Los Fabelman,(2022),7.5,84,99361
4028,Moonfall,(2022),5.1,41,92058
4029,Enola Holmes 2,(2022),6.8,64,91437
4030,Vértigo,(I) (2022),6.4,62,91101
4031,Ambulancia,(2022),6.1,55,86258
4032,Day Shift,(2022),6.1,51,85330
4033,Ámsterdam,(2022),6.1,48,82488
4034,Tár,(2022),7.4,92,79824
4035,Sonic 2: La película,(2022),6.5,47,78601
4036,Minions: Nace Un Villano,(2022),6.5,56,77986
4037,Noche sin paz,(2022),6.7,55,76647
4038,The Good Nurse,(2022),6.8,65,73222
4039,Aftersun,(II) (2022),7.7,95,72119
4040,DC Liga De Súper-Mascotas,(2022),7.1,56,71430
4041,Pearl,(2022),7.0,76,68570
4042,Blonde,(2022),5.5,50,67977
4043,La Mujer Rey,(2022),6.9,77,66796
4044,Fresh,(2022),6.7,67,66059
4045,Halloween: La noche final,(2022),5.0,47,64482
4046,Spiderhead,(2022),5.5,54,63441
4047,Thirteen Lives,(2022),7.8,66,63105
4048,See How They Run,(2022),6.5,60,58308
4049,Texas Chainsaw Massacre,(2022),4.7,34,57982
4050,Pasaje al Paraíso,(2022),6.1,50,57491
4051,The Outfit,(2022),7.2,69,56491
4052,"Muerte, Muerte, Muerte",(2022),6.2,69,56062
4053,The Man from Toronto,(2022),5.8,34,55900
4054,Men,(2022),6.1,65,54219
4055,The Sea Beast,(2022),7.0,74,54215
4056,Luckiest Girl Alive,(2022),6.4,54,52747
4057,Érase Una Vez Un Genio,(2022),6.7,60,52670
4058,Deep Water,(I) (2022),5.5,53,52572
4059,Sisu,(2022),6.9,70,52286
4060,Samaritan,(2022),5.7,45,51803
4061,Los Tipos Malos,(2022),6.8,64,51390
4062,Jackass Forever,(2022),6.8,74,48768
4063,Hocus Pocus 2,(2022),6.0,56,48368
4064,Hasta los Huesos,(2022),6.8,74,48138
4065,Emily the Criminal,(2022),6.7,75,47072
4066,La Decisión de Partir,(2022),7.3,84,46464
4067,Troll,(2022),5.8,62,46008
4068,Do Revenge,(2022),6.3,66,45972
4069,Purple Hearts,(2022),6.7,30,45677
4070,Chip 'n Dale: Rescue Rangers,(2022),7.0,66,44824
4071,Hellraiser,(2022),6.0,55,44239
4072,Spirited,(2022),6.6,55,42767
4073,Un mundo extraño,(2022),5.7,65,42344
4074,Dog: Un Viaje Salvaje,(I) (2022),6.5,61,42212
4075,La huérfana: El origen,(2022),5.9,54,42027
4076,Senior Year,(2022),5.5,47,41786
4077,White Noise,(I) (2022),5.7,66,41069
4078,The Wonder,(I) (2022),6.6,71,39916
4079,Pinocchio,(2022),5.1,38,39845
4080,Terrifier 2: El payaso siniestro,(2022),6.1,59,39147
4081,Me Time,(2022),5.1,25,38043
4082,Crimes of the Future,(2022),5.9,67,37018
4083,Cásate conmigo,(2022),6.1,51,36847
4084,Kimi,(2022),6.3,79,36728
4085,Bestia,(I) (2022),5.6,54,36626
4086,Mr. Harrigan's Phone,(2022),6.0,55,35702
4087,Hotel Transylvania: Transformanía,(2022),6.0,46,35635
4088,Watcher,(I) (2022),6.3,72,35525
4089,Agentes 355,(2022),5.6,40,33916
4090,Shotgun Wedding,(2022),5.5,46,33824
4091,Ellas hablan,(2022),6.9,79,33742
4092,Weird: The Al Yankovic Story,(2022),6.9,70,33332
4093,Persuasion,(I) (2022),5.8,42,33005
4094,The School for Good and Evil,(2022),5.9,30,32975
4095,"Buena suerte, Leo Grande",(2022),7.2,78,32751
4096,The Swimmers,(2022),7.4,62,32598
4097,Bros,(I) (2022),6.4,72,32353
4098,Asesino sin memoria,(I) (2022),5.7,41,31870
4099,Lou,(I) (2022),6.1,51,31059
4100,Metal Lords,(2022),6.7,59,30948
4101,I Came By,(2022),6.2,57,30908
4102,Vengeance,(II) (2022),6.8,65,29984
4103,Speak No Evil,(2022),6.6,78,29528
4104,No Exit,(I) (2022),6.1,54,29468
4105,Un weekend departe,(2022),5.7,51,27871
